session_date,status,active,ret,benchmark_ret,prev_aum,aum,net,cash_interest,trading_only_pnl,trading_only_ret,shares_traded,signal_count,signal_observations,nonflat_signal_observations,entries,fill_events,holding_minutes,scheduled_minutes,gross_notional_minute_dollars,positive_cash_minute_dollars,borrowed_cash_minute_dollars,pnl_long,pnl_short,pnl_commission,pnl_slippage,pnl_cash_interest,pnl_funding,pnl_borrow,ret_long,ret_short,ret_commission,ret_slippage,ret_cash_interest,ret_funding,ret_borrow
2007-05-23,tier_excluded,False,0.0001348545614166667,-0.006577551453426755,100368.27816400395,100381.8132841359,13.535120131952755,13.535120131952755,0.0,0.0,0.0,0,0,0,0,0.0,0.0,390.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,13.535120131952755,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0001348545614166667,-0.0,-0.0
2007-05-24,tier_excluded,False,0.00013485456141666666,-0.015632208457924013,100381.8132841359,100395.35022954055,13.53694540464187,13.53694540464187,0.0,0.0,0.0,0,0,0,0,0.0,0.0,390.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,13.53694540464187,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.00013485456141666666,-0.0,-0.0
2007-05-25,tier_excluded,False,0.0001348545614166667,0.008720255337061111,100395.35022954055,100408.88900046403,13.538770923477337,13.538770923477337,0.0,0.0,0.0,0,0,0,0,0.0,0.0,390.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,13.538770923477337,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0001348545614166667,-0.0,-0.0
2007-05-29,tier_excluded,False,0.0005394182456666666,0.004732200473219983,100408.88900046403,100463.051387218,54.16238675396937,54.16238675396937,0.0,0.0,0.0,0,0,0,0,0.0,0.0,390.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,54.16238675396937,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0005394182456666666,-0.0,-0.0
2007-05-30,tier_excluded,False,0.00013485456141666666,0.00984799828730476,100463.051387218,100476.59928795141,13.54790073340333,13.54790073340333,0.0,0.0,0.0,0,0,0,0,0.0,0.0,390.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,13.54790073340333,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.00013485456141666666,-0.0,-0.0
2007-05-31,tier_excluded,False,0.00013485456141666666,0.006147975408098416,100476.59928795141,100490.14901568102,13.54972772961485,13.54972772961485,0.0,0.0,0.0,0,0,0,0,0.0,0.0,390.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,13.54972772961485,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.00013485456141666666,-0.0,-0.0
2007-06-04,tier_excluded,False,0.0004049095238333333,0.0027391487568479977,100503.71215514364,100544.40706537587,40.6949102322216,40.6949102322216,0.0,0.0,0.0,0,0,0,0,0.0,0.0,390.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,40.6949102322216,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0004049095238333333,-0.0,-0.0
2007-06-05,tier_excluded,False,0.00013496984127777778,-0.0012607690691321949,100544.40706537587,100557.97752803886,13.57046266298206,13.57046266298206,0.0,0.0,0.0,0,0,0,0,0.0,0.0,390.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,13.57046266298206,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.00013496984127777778,-0.0,-0.0
2007-06-06,tier_excluded,False,0.00013496984127777778,-0.008205343993267444,100557.97752803886,100571.54982230502,13.57229426617375,13.57229426617375,0.0,0.0,0.0,0,0,0,0,0.0,0.0,390.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,13.57229426617375,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.00013496984127777778,-0.0,-0.0
2007-06-07,tier_excluded,False,0.00013496984127777775,-0.016758591429783642,100571.54982230502,100585.1239484216,13.574126116576627,13.574126116576627,0.0,0.0,0.0,0,0,0,0,0.0,0.0,390.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,13.574126116576627,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.00013496984127777775,-0.0,-0.0
2007-06-08,tier_excluded,False,0.00013496984127777778,0.01229773462783168,100585.1239484216,100598.69990663583,13.57595821422407,13.57595821422407,0.0,0.0,0.0,0,0,0,0,0.0,0.0,390.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,13.57595821422407,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.00013496984127777778,-0.0,-0.0
2007-06-11,tier_excluded,False,0.00040490952383333333,-0.002557544757033292,100598.69990663583,100639.43327831327,40.733371677448304,40.733371677448304,0.0,0.0,0.0,0,0,0,0,0.0,0.0,390.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,40.733371677448304,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.00040490952383333333,-0.0,-0.0
2007-06-12,tier_excluded,False,0.00013496984127777778,-0.005341880341880323,100639.43327831327,100653.01656664912,13.583288335859448,13.583288335859448,0.0,0.0,0.0,0,0,0,0,0.0,0.0,390.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,13.583288335859448,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.00013496984127777778,-0.0,-0.0
2007-06-13,tier_excluded,False,0.00013496984127777778,0.010526315789473717,100653.01656664912,100666.60168831925,13.58512167013017,13.58512167013017,0.0,0.0,0.0,0,0,0,0,0.0,0.0,390.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,13.58512167013017,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.00013496984127777778,-0.0,-0.0
2007-06-14,tier_excluded,False,0.00013496984127777778,0.0067708333333333925,100666.60168831925,100680.18864357109,13.586955251845724,13.586955251845724,0.0,0.0,0.0,0,0,0,0,0.0,0.0,390.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,13.586955251845724,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.00013496984127777778,-0.0,-0.0
2007-06-18,tier_excluded,False,0.0004049095238333333,0.0016760946993505943,100693.77743265213,100734.54930212536,40.771869473234815,40.771869473234815,0.0,0.0,0.0,0,0,0,0,0.0,0.0,390.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,40.771869473234815,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0004049095238333333,-0.0,-0.0
2007-06-19,tier_excluded,False,0.00013496984127777778,-0.000836645053336138,100734.54930212536,100748.14542825586,13.59612613049634,13.59612613049634,0.0,0.0,0.0,0,0,0,0,0.0,0.0,390.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,13.59612613049634,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.00013496984127777778,-0.0,-0.0
2007-06-20,tier_excluded,False,0.00013496984127777775,-0.010257483776428766,100748.14542825586,100761.74338945333,13.597961197482164,13.597961197482164,0.0,0.0,0.0,0,0,0,0,0.0,0.0,390.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,13.597961197482164,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.00013496984127777775,-0.0,-0.0
2007-06-21,tier_excluded,False,0.00013496984127777778,0.00972715736040608,100761.74338945333,100775.34318596548,13.59979651214669,13.59979651214669,0.0,0.0,0.0,0,0,0,0,0.0,0.0,390.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,13.59979651214669,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.00013496984127777778,-0.0,-0.0
2007-06-22,tier_excluded,False,0.00013496984127777778,-0.009214514483691816,100775.34318596548,100788.94481804,13.601632074523344,13.601632074523344,0.0,0.0,0.0,0,0,0,0,0.0,0.0,390.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,13.601632074523344,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.00013496984127777778,-0.0,-0.0
2007-06-25,tier_excluded,False,0.0004049095238333333,-0.00655391120507387,100788.94481804,100829.75522169394,40.81040365393668,40.81040365393668,0.0,0.0,0.0,0,0,0,0,0.0,0.0,390.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,40.81040365393668,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0004049095238333333,-0.0,-0.0
2007-06-26,tier_excluded,False,0.00013496984127777778,-0.001489678655033022,100829.75522169394,100843.3641977523,13.608976058349215,13.608976058349215,0.0,0.0,0.0,0,0,0,0,0.0,0.0,390.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,13.608976058349215,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.00013496984127777778,-0.0,-0.0
2007-06-27,tier_excluded,False,0.00013496984127777778,0.013213981244671658,100843.3641977523,100856.97501061198,13.610812859687766,13.610812859687766,0.0,0.0,0.0,0,0,0,0,0.0,0.0,390.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,13.610812859687766,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.00013496984127777778,-0.0,-0.0
2007-06-28,tier_excluded,False,0.00013496984127777778,-0.0004206983592762725,100856.97501061198,100870.58766052092,13.612649908939098,13.612649908939098,0.0,0.0,0.0,0,0,0,0,0.0,0.0,390.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,13.612649908939098,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.00013496984127777778,-0.0,-0.0
2007-06-29,tier_excluded,False,0.00013496984127777778,0.0,100870.58766052092,100884.20214772706,13.614487206136678,13.614487206136678,0.0,0.0,0.0,0,0,0,0,0.0,0.0,390.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,13.614487206136678,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.00013496984127777778,-0.0,-0.0
2007-07-02,tier_excluded,False,0.0004049999999999999,0.010732323232323093,100884.20214772706,100925.06024959689,40.858101869829454,40.858101869829454,0.0,0.0,0.0,0,0,0,0,0.0,0.0,390.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,40.858101869829454,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0004049999999999999,-0.0,-0.0
2007-07-03,tier_excluded,False,0.000135,0.005194669997917956,100925.06024959689,100938.68513273059,13.62488313369558,13.62488313369558,0.0,0.0,0.0,0,0,0,0,0.0,0.0,210.00000000000003,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,13.62488313369558,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.000135,-0.0,-0.0
2007-07-05,tier_excluded,False,0.00027,0.008916828053314507,100938.68513273059,100965.93857771643,27.25344498583726,27.25344498583726,0.0,0.0,0.0,0,0,0,0,0.0,0.0,390.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,27.25344498583726,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.00027,-0.0,-0.0
2007-07-06,tier_excluded,False,0.000135,0.003284746458632748,100965.93857771643,100979.56897942442,13.630401707991718,13.630401707991718,0.0,0.0,0.0,0,0,0,0,0.0,0.0,390.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,13.630401707991718,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.000135,-0.0,-0.0
2007-07-09,tier_excluded,False,0.000405,0.0008184980560670407,100979.56897942442,101020.4657048611,40.89672543666689,40.89672543666689,0.0,0.0,0.0,0,0,0,0,0.0,0.0,390.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,40.89672543666689,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.000405,-0.0,-0.0
2007-07-11,tier_excluded,False,0.000135,0.005774386471437465,101034.10346773126,101047.7430716994,13.63960396814372,13.63960396814372,0.0,0.0,0.0,0,0,0,0,0.0,0.0,390.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,13.63960396814372,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.000135,-0.0,-0.0
2007-07-12,tier_excluded,False,0.000135,0.018248923518556337,101047.7430716994,101061.38451701408,13.64144531467942,13.64144531467942,0.0,0.0,0.0,0,0,0,0,0.0,0.0,390.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,13.64144531467942,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.000135,-0.0,-0.0
2007-07-13,tier_excluded,False,0.000135,0.005638340716874746,101061.38451701408,101075.02780392388,13.6432869097969,13.6432869097969,0.0,0.0,0.0,0,0,0,0,0.0,0.0,390.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,13.6432869097969,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.000135,-0.0,-0.0
2007-07-16,tier_excluded,False,0.000405,-0.0014016820184220569,101075.02780392388,101115.96319018447,40.93538626058917,40.93538626058917,0.0,0.0,0.0,0,0,0,0,0.0,0.0,390.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,40.93538626058917,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.000405,-0.0,-0.0
2007-07-17,tier_excluded,False,0.000135,0.00681772608782838,101115.96319018447,101129.61384521515,13.650655030674903,13.650655030674903,0.0,0.0,0.0,0,0,0,0,0.0,0.0,390.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,13.650655030674903,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.000135,-0.0,-0.0
2007-07-18,tier_excluded,False,0.000135,-0.0023899621589323905,101129.61384521515,101143.26634308425,13.652497869104044,13.652497869104044,0.0,0.0,0.0,0,0,0,0,0.0,0.0,390.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,13.652497869104044,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.000135,-0.0,-0.0
2007-07-19,tier_excluded,False,0.000135,0.007785985226592018,101143.26634308425,101156.92068404057,13.654340956316373,13.654340956316373,0.0,0.0,0.0,0,0,0,0,0.0,0.0,390.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,13.654340956316373,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.000135,-0.0,-0.0
2007-07-20,tier_excluded,False,0.000135,-0.008914421553090301,101156.92068404057,101170.57686833291,13.656184292345475,13.656184292345475,0.0,0.0,0.0,0,0,0,0,0.0,0.0,390.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,13.656184292345475,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.000135,-0.0,-0.0
2007-07-23,tier_excluded,False,0.000405,0.0,101170.57686833291,101211.55095196459,40.97408363167482,40.97408363167482,0.0,0.0,0.0,0,0,0,0,0.0,0.0,390.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,40.97408363167482,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.000405,-0.0,-0.0
2007-07-24,tier_excluded,False,0.000135,-0.016590045972416534,101211.55095196459,101225.2145113431,13.66355937851522,13.66355937851522,0.0,0.0,0.0,0,0,0,0,0.0,0.0,390.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,13.66355937851522,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.000135,-0.0,-0.0
2007-07-25,tier_excluded,False,0.000135,0.00406504065040636,101225.2145113431,101238.87991530214,13.665403959031318,13.665403959031318,0.0,0.0,0.0,0,0,0,0,0.0,0.0,390.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,13.665403959031318,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.000135,-0.0,-0.0
2007-07-26,tier_excluded,False,0.000135,-0.00910931174089058,101238.87991530214,101252.5471640907,13.667248788565788,13.667248788565788,0.0,0.0,0.0,0,0,0,0,0.0,0.0,390.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,13.667248788565788,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.000135,-0.0,-0.0
2007-07-27,tier_excluded,False,0.000135,-0.01573033707865179,101252.5471640907,101266.21625795786,13.669093867152245,13.669093867152245,0.0,0.0,0.0,0,0,0,0,0.0,0.0,390.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,13.669093867152245,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.000135,-0.0,-0.0
2007-07-30,tier_excluded,False,0.00040500000000000003,0.00723329182233301,101266.21625795786,101307.22907554233,41.012817584472934,41.012817584472934,0.0,0.0,0.0,0,0,0,0,0.0,0.0,390.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,41.012817584472934,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.00040500000000000003,-0.0,-0.0
2007-07-31,tier_excluded,False,0.000135,-0.019988254324778243,101307.22907554233,101320.90555146753,13.676475925198215,13.676475925198215,0.0,0.0,0.0,0,0,0,0,0.0,0.0,390.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,13.676475925198215,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.000135,-0.0,-0.0
2007-08-01,tier_excluded,False,0.00013499041666666667,0.004657421911961057,101320.90555146753,101334.58290272497,13.677351257436582,13.677351257436582,0.0,0.0,0.0,0,0,0,0,0.0,0.0,390.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,13.677351257436582,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.00013499041666666667,-0.0,-0.0
2007-08-02,tier_excluded,False,0.00013499041666666667,0.011511092507325182,101334.58290272497,101348.26210029375,13.67919756878172,13.67919756878172,0.0,0.0,0.0,0,0,0,0,0.0,0.0,390.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,13.67919756878172,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.00013499041666666667,-0.0,-0.0
2007-08-03,tier_excluded,False,0.00013499041666666667,-0.02358783364369954,101348.26210029375,101361.94314442312,13.681044129361196,13.681044129361196,0.0,0.0,0.0,0,0,0,0,0.0,0.0,390.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,13.681044129361196,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.00013499041666666667,-0.0,-0.0
2007-08-06,tier_excluded,False,0.00040497125000000004,0.017164653528289886,101361.94314442312,101402.99181724075,41.04867281762596,41.04867281762596,0.0,0.0,0.0,0,0,0,0,0.0,0.0,390.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,41.04867281762596,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.00040497125000000004,-0.0,-0.0
2007-08-07,tier_excluded,False,0.0001349904166666667,0.0050000000000001155,101402.99181724075,101416.6802493574,13.688432116655921,13.688432116655921,0.0,0.0,0.0,0,0,0,0,0.0,0.0,390.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,13.688432116655921,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0001349904166666667,-0.0,-0.0
2007-08-08,tier_excluded,False,0.00013499041666666667,0.009328358208955168,101416.6802493574,101430.37052928122,13.690279923810861,13.690279923810861,0.0,0.0,0.0,0,0,0,0,0.0,0.0,390.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,13.690279923810861,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.00013499041666666667,-0.0,-0.0
2007-08-09,tier_excluded,False,0.00013499041666666667,-0.01848428835489835,101430.37052928122,101444.06265726163,13.69212798040206,13.69212798040206,0.0,0.0,0.0,0,0,0,0,0.0,0.0,390.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,13.69212798040206,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.00013499041666666667,-0.0,-0.0
2007-08-10,tier_excluded,False,0.00013499041666666667,-0.00836995187277667,101444.06265726163,101457.7566335481,13.693976286463188,13.693976286463188,0.0,0.0,0.0,0,0,0,0,0.0,0.0,390.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,13.693976286463188,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.00013499041666666667,-0.0,-0.0
